obs,y
2640,-0.229810952
2641,1.504442916
2642,3.71661382
2643,0.82139617
2644,-0.813042667
2645,-1.1315714
2646,-0.134379557
2647,0.831037832
2648,-1.09721994
2649,-1.535253683
2650,-0.787331338
2651,-1.029839221
2652,-1.12184587
2653,0.485226439
2654,-0.912610517
2655,-1.003357122
2656,0.480845297
2657,-0.515602523
2658,-1.780943602
2659,0.722530221
2660,-0.048388599
2661,-0.584215854
2662,-1.311135652
2663,-1.465256171
2664,-3.772511378
2665,-7.079583651
2666,-3.31539967
2667,-5.328608295
2668,-6.977644941
2669,-5.658099825
2670,-4.810058457
2671,-4.347353209
2672,-3.99521577
2673,-3.614331842
2674,-3.516111196
2675,-1.692906823
2676,-1.794024566
2677,-0.315152804
2678,0.957757371
2679,1.80523608
2680,1.730399976
2681,0.744452287
2682,2.987345145
2683,2.18906248
2684,2.47284288
2685,-0.594111021
2686,1.112524319
2687,-0.03809085
2688,-1.254795532
2689,0.119603282
2690,2.186852081
2691,-0.040025374
2692,0.933111165
2693,3.369031752
2694,2.835746538
2695,1.897735914
2696,-0.044841661
2697,-0.797919203
2698,-0.646532267
2699,2.555881618
2700,4.982028149
2701,0.403280147
2702,2.160913618
2703,3.604225711
2704,3.672579718
2705,4.382557357
2706,3.665376113
2707,1.765994216
2708,0.231035483
2709,-0.884968395
2710,0.80349773
2711,2.253549116
2712,2.314121021
2713,1.140275287
2714,0.511869848
2715,1.267040582
2716,1.213352348
2717,-0.18115827
2718,-1.460490645
2719,-0.974166314
2720,0.291603356
2721,1.514054663
2722,3.478639969
2723,1.74809374
2724,-0.671156012
2725,1.09474278
2726,-1.199438061
2727,1.775147343
2728,4.233054138
2729,4.821392118
2730,2.766680908
2731,1.387453347
2732,-0.759339845
2733,0.785453684
2734,2.658406986
2735,2.015116235
2736,1.03263998
2737,0.752923493
2738,1.25990363
2739,1.910632739
2740,1.500961234
2741,3.614031651
2742,4.482468688
2743,3.775751403
2744,2.970217444
2745,2.950308135
2746,0.826810998
2747,-1.978491275
2748,-4.911162151
2749,-0.194530396
2750,-5.711973341
2751,0.854343818
2752,1.759523371
2753,2.69817271
2754,2.033719865
2755,1.908250638
2756,1.651670551
2757,2.835902841
2758,1.718569396
2759,0.247287444
2760,-0.579368202
2761,-0.909121482
2762,-0.250301953
2763,0.992979218
2764,1.625732737
2765,0.746055735
2766,1.44270948
2767,-1.251531341
2768,-2.584240939
2769,-1.418564232
2770,-2.145284686
2771,-2.245274261
2772,-0.518917161
2773,-1.661183533
2774,-0.877424014
2775,0.582500886
2776,0.351044005
2777,0.0712758
2778,-0.298477683
2779,0.340793762
2780,2.234160317
2781,5.086665742
2782,6.836278691
2783,4.993518722
2784,3.242688062
2785,3.160025234
2786,3.552642002
2787,1.953145903
2788,1.142075198
2789,-0.70469068
2790,-1.28932565
2791,-1.978568389
2792,-1.686592659
2793,-2.244763893
2794,-1.605731778
2795,-1.908483257
2796,-1.904205103
2797,-0.557293591
2798,-1.753408528
2799,-2.700139445
2800,-3.367314619
2801,-4.462332735
2802,-4.236995654
2803,-3.283011615
2804,-2.525450619
2805,-0.396149451
2806,-1.360410599
2807,-0.70327936
2808,0.730433675
2809,-1.219442021
2810,-0.276874242
2811,-0.879232207
2812,0.08205463
2813,-0.807979823
2814,-2.736840822
2815,-1.042746042
2816,-1.385700498
2817,-0.787471927
2818,-1.362845109
2819,-0.692617109
2820,0.722546319
2821,3.228462497
2822,-0.135168993
2823,0.791368848
2824,1.142796131
2825,1.974634368
2826,0.539055814
2827,0.21050167
2828,0.48010307
2829,1.242839525
2830,0.525914638
2831,-2.153758924
2832,-3.342132605
2833,-1.063814658
2834,0.26542311
2835,-0.825220862
2836,-1.517806807
2837,-0.733696802
2838,-1.885182041
2839,-0.886769564
2840,-1.552484565
2841,-2.169880855
2842,0.092906671
2843,1.0610045
2844,0.472826724
2845,-0.163222776
2846,-0.11402124
2847,0.517159533
2848,-0.686954876
2849,0.099403315
2850,-0.512145631
2851,-2.595462258
2852,-3.611572093
2853,-1.083205298
2854,-0.789840317
2855,-1.143853341
2856,-2.200216687
2857,-0.582995248
2858,-0.998766612
2859,-0.709800491
2860,0.975854521
2861,1.840895516
2862,2.245369034
2863,-1.111859355
2864,-4.938404167
2865,-2.514799358
2866,-2.627122985
2867,-3.926212023
2868,-1.718695605
2869,-2.598147018
2870,-0.127880015
2871,1.149090368
2872,0.764845649
2873,0.203300304
2874,-1.459675786
2875,-1.174445918
2876,-2.858407266
2877,-0.561460151
2878,-1.566109405
2879,0.199456462
2880,1.96092562
2881,-0.412504067
2882,-2.280317641
2883,-3.248006812
2884,-3.845760529
2885,-2.322084761
2886,-0.905541851
2887,-2.417411933
2888,-2.281520518
2889,-0.901772988
2890,-0.147172458
2891,2.200170939
2892,-1.085122212
2893,1.813465674
2894,-0.191212988
2895,-1.400327127
2896,-0.522893522
2897,-0.986127158
2898,1.650409019
2899,2.39451896
2900,3.311472976
2901,5.784650729
2902,3.447816805
2903,2.041651082
2904,0.530392062
2905,-1.646605123
2906,-2.789825814
2907,-0.773276569
2908,-0.687905459
2909,-0.663597485
2910,-0.067476587
2911,0.741346955
2912,2.088818553
2913,0.754333329
2914,1.16386794
2915,0.606897798
2916,1.419109544
2917,1.981265061
2918,2.165590095
2919,0.769968869
2920,2.089787813
2921,-0.106727218
2922,-2.821813634
2923,0.157948684
2924,0.010567852
2925,0.75721069
2926,1.748502433
2927,0.373207588
2928,0.556564251
2929,-0.340647961
2930,1.39616371
2931,-1.370871404
2932,-5.964599578
2933,-0.631234476
2934,-2.037328357
2935,-1.585520422
2936,-0.536450569
2937,1.320932168
2938,-0.175569239
2939,1.448067458
2940,2.784442793
2941,0.160101114
2942,-2.665094556
2943,-1.464564375
2944,-0.842503209
2945,1.200274438
2946,-0.295760541
2947,-1.137944687
2948,1.209704702
2949,1.864262662
2950,2.611642362
2951,2.063300787
2952,1.356039879
2953,2.105242691
2954,1.31320075
2955,2.754002329
2956,3.486397134
2957,3.850566515
2958,4.52923267
2959,2.853768489
2960,2.608649138
2961,3.448035316
2962,1.296396766
2963,2.036634337
2964,3.562745103
2965,4.669082118
2966,2.13492202
2967,-1.776125669
2968,-1.775344918
2969,-0.071687713
2970,0.372974481
2971,0.20664156
2972,-0.082821797
2973,0.656395081
2974,0.569710799
2975,-0.91691458
2976,1.951293416
2977,-3.477300581
2978,-7.795503147
2979,-11.5254912
2980,-6.141194726
2981,-5.757735191
2982,-3.790368041
2983,-4.502468595
2984,-3.13656562
2985,-5.787387142
2986,-1.421062647
2987,-0.000935398
2988,0.381252276
2989,-0.356428308
2990,-0.389852309
2991,-1.139342815
2992,0.82316982
2993,-1.885120833
2994,-0.124874264
2995,-2.755063859
2996,1.801947804
2997,2.690290623
2998,3.770831641
2999,5.603583973
3000,6.756041555
3001,5.678181922
3002,3.703417282
3003,4.666442142
3004,4.914816569
3005,5.553001718
3006,6.680282698
3007,6.27432963
3008,5.602859155
3009,4.929267519
3010,3.374296915
3011,2.938743639
3012,3.210651927
3013,2.629601763
3014,1.413635895
3015,-0.714073146
3016,0.80096552
3017,0.997890678
3018,1.882147293
3019,2.861935931
3020,3.311685128
3021,5.829585282
3022,3.790279507
3023,1.907991027
3024,1.107747929
3025,1.400961626
3026,-0.524450242
3027,-3.37875793
3028,-3.592749995
3029,-1.680454275
3030,-1.265116032
3031,-2.955240586
3032,-3.594491679
3033,-2.961844487
3034,-2.821924945
3035,-2.231682024
3036,-2.852382104
3037,-2.818233911
3038,-1.549234111
3039,-2.062000491
3040,-2.441734454
3041,-4.713449542
3042,-4.6564536
3043,-2.07742168
3044,-1.86659147
3045,-1.547746719
3046,-0.719735229
3047,-0.199694986
3048,1.836506419
3049,3.759247041
3050,4.815432199
3051,4.025011858
3052,3.87690317
3053,3.243646075
3054,3.290394421
3055,4.204797907
3056,3.388148543
3057,1.95347711
3058,-0.455483416
3059,-3.900641043
3060,-6.960395851
3061,-3.439864599
3062,-1.115111234
3063,-0.037927559
3064,0.502800725
3065,-0.83118541
3066,-1.441983041
3067,-0.82863024
3068,-0.570197052
3069,-0.538909065
3070,-0.668142573
3071,-1.507561479
3072,-1.744391301
3073,-1.050844796
3074,0.819031156
3075,0.729862457
3076,0.432392697
3077,1.368246673
3078,3.987369291
3079,1.995892223
3080,2.863184176
3081,-0.017468623
3082,1.47925056
3083,0.816335553
3084,-0.899988112
3085,0.454245111
3086,2.519934867
3087,1.843977224
3088,0.33305809
3089,0.233340422
3090,-0.465123421
3091,-0.484977407
3092,-0.284993682
3093,-1.176493934
3094,-2.048307959
3095,-0.903967837
3096,-2.694328958
3097,-3.734177273
3098,-4.101941161
3099,-1.623888137
3100,-3.006968092
3101,-1.091912547
3102,-0.56709663
3103,0.726037898
3104,1.34395846
3105,1.711987933
3106,0.125909824
3107,1.517619239
3108,0.108007217
3109,-1.589878489
3110,-1.794778776
3111,-1.882266135
3112,-1.898850865
3113,0.011999804
3114,1.83564865
3115,3.33255191
3116,1.774022409
3117,3.907312942
3118,1.856726095
3119,2.204019744
3120,2.387172481
3121,0.534167507
3122,0.446467407
3123,-1.198461632
3124,-0.977023644
3125,0.456725313
3126,1.65421606
3127,0.356207309
3128,1.753519227
3129,2.139990855
3130,-0.021808087
3131,-1.403051895
3132,0.960193484
3133,0.205692742
3134,0.130773284
3135,0.012152534
3136,0.130612448
3137,-0.36511521
3138,1.287629052
3139,1.57935464
3140,1.627404517
3141,1.219449326
3142,2.379703416
3143,2.533588342
3144,3.446054186
3145,2.732657493
3146,1.654708227
3147,1.985266801
3148,3.094647804
3149,0.820848836
3150,-0.041524333
3151,-0.091514618
3152,-0.098747386
3153,0.713657217
3154,1.218260795
3155,-0.563278039
3156,-1.020561959
3157,-0.410240044
3158,-0.78687222
3159,-0.675048443
3160,0.834186908
3161,-0.942263264
3162,0.330161072
3163,0.158516896
3164,1.766882669
3165,3.25001631
3166,3.419225623
3167,2.296569331
3168,1.224509022
3169,-0.375336747
3170,-0.291526288
3171,-0.27334429
3172,-1.304645694
3173,-1.056634072
3174,-2.687687523
3175,-2.261229849
3176,-1.994744922
3177,-1.179663671
3178,-1.66166428
3179,-2.742272164
3180,-3.011191975
3181,-2.775464287
3182,-2.905123386
3183,-0.204310674
3184,3.951766179
3185,4.70007616
3186,4.09551069
3187,4.379663985
3188,5.987617177
3189,5.646060459
3190,3.45891715
3191,2.723458883
3192,1.463669876
3193,-1.520588775
3194,-0.547498355
3195,-0.282412555
3196,-0.919017076
3197,-2.039032448
3198,-1.340829542
3199,-0.71621735
3200,0.338884485
3201,-0.472438132
3202,0.504394032
3203,-0.604391368
3204,0.738931476
3205,1.146622208
3206,1.360856618
3207,1.009780916
3208,0.597538846
3209,1.160069324
3210,2.475466768
3211,-0.028629956
3212,-0.821050005
3213,-1.36740609
3214,-1.725901998
3215,-1.734553693
3216,-0.991695883
3217,-0.25190888
3218,0.303964134
3219,0.839218059
3220,-0.106372838
3221,1.339560972
3222,-0.002520561
3223,1.876157921
3224,2.092856576
3225,0.106075448
3226,-1.212560211
3227,-3.406843103
3228,-5.771524899
3229,-3.316724496
3230,-3.265531465
3231,-3.772565031
3232,-1.151618147
3233,-0.708144269
3234,-1.036412264
3235,1.053225305
3236,1.899985506
3237,3.143599492
3238,0.938906563
3239,1.108721095
3240,0.295567814
3241,-2.085075413
3242,-1.632629421
3243,-1.046075798
3244,-2.009177495
3245,-2.904192393
3246,-2.71817458
3247,-0.612100528
3248,-2.598038955
3249,0.699534189
3250,-0.884999968
3251,-1.649122588
3252,-0.774522431
3253,-0.155306845
3254,1.661914368
3255,3.871773049
3256,3.137647084
3257,2.70745902
3258,0.181388783
3259,0.975151192
3260,1.664848672
3261,4.211858256
3262,1.326618588
3263,1.190316404
3264,-1.184842356
3265,0.396172518
3266,0.303870448
3267,-0.662183813
3268,1.570378804
3269,0.586018907
3270,-0.012765378
3271,0.978701035
3272,-0.439642227
3273,-0.900904065
3274,-1.140887265
3275,-0.538792508
3276,0.105444641
3277,-0.402888567
3278,-0.634998297
3279,-1.764713127
3280,-4.521742097
3281,-3.274697534
3282,-2.338447736
3283,-2.43480896
3284,-1.173084521
3285,-0.402496288
3286,-1.406320831
3287,-0.866278827
3288,0.213083094
3289,0.024322704
3290,-0.558991454
3291,0.297233797
3292,-1.489128217
3293,-2.413076329
3294,-1.016099241
3295,-2.240707635
3296,-1.345280293
3297,-0.309973336
3298,-1.136372412
3299,1.431614647
3300,1.405121116
3301,0.696135057
3302,1.635245955
3303,2.313620083
3304,0.886717977
3305,2.26896754
3306,4.199805044
3307,5.355749337
3308,3.455939195
3309,3.836553351
3310,3.659257363
3311,1.971828889
3312,1.159980955
3313,-0.544555559
3314,-1.743631448
3315,2.128755262
3316,0.374797947
3317,-0.399663405
3318,0.521535479
3319,0.077235607
3320,0.273513435
3321,-0.377438505
3322,-2.659576956
3323,-0.44547615
3324,-3.503544733
3325,-3.253237207
3326,-2.120543728
3327,-4.520220055
3328,-3.04558353
3329,-2.699969864
3330,-4.81861187
3331,-7.685357723
3332,-6.676082553
3333,-5.539152304
3334,-5.243727201
3335,-5.040522824
3336,-4.167226086
3337,-1.661147374
3338,0.727585617
3339,1.792961693
3340,0.70627171
3341,0.072727265
3342,-0.10528766
3343,0.758229875
3344,-0.426520421
3345,-0.159244537
3346,-0.306768547
3347,0.908987093
3348,0.004811449
3349,-0.802238671
3350,-1.83146988
3351,-0.850068878
3352,-1.088067793
3353,-1.295191544
3354,-0.948523488
3355,-0.813117765
3356,-0.9313692
3357,0.16321475
3358,0.766242564
3359,0.243581486
3360,0.65365109
3361,2.21529147
3362,2.239908401
3363,0.619732001
3364,1.121004191
3365,1.625513777
3366,0.228772898
3367,1.25019825
3368,0.994428463
3369,2.133465185
3370,2.413371988
3371,2.893359844
3372,1.583339156
3373,1.214939518
3374,0.80644057
3375,0.660385964
3376,-0.388065403
3377,-0.028109862
3378,1.096510684
3379,0.164897677
3380,-0.278630272
3381,0.615896371
3382,-0.983428487
3383,-1.77572797
3384,-2.380305811
3385,-1.737792245
3386,-3.037025701
3387,-2.941921548
3388,-1.281546937
3389,-1.484043996
3390,-2.465852791
3391,-2.32519306
3392,-1.984940065
3393,-2.010437028
3394,-3.329008968
3395,-1.750207955
3396,-1.961195262
3397,-2.601600592
3398,-2.382112041
3399,-1.665866882
3400,-1.809610595
3401,-1.488877763
3402,-1.172510643
3403,-1.281903496
3404,0.401858111
3405,1.782898512
3406,0.917358709
3407,1.052254874
3408,1.914553253
3409,-1.096998971
3410,-2.018304872
3411,-1.447372918
3412,-0.002458536
3413,-1.700234412
3414,-0.034744316
3415,-0.364962883
3416,0.601882559
3417,-0.305117866
3418,-1.062744864
3419,-3.090108583
3420,-0.559656072
3421,1.763964028
3422,-0.077387187
3423,-1.466563176
3424,-1.201920269
3425,-1.755895543
3426,-0.428108195
3427,-1.421920503
3428,-0.849804601
3429,-2.024718976
3430,0.310426326
3431,-2.980024782
3432,0.225403584
3433,0.698491657
3434,1.396684037
3435,2.187743524
3436,2.442414651
3437,2.73146755
3438,2.432741085
3439,3.071687457
3440,4.199001415
3441,3.375061206
3442,4.948733482
3443,3.537368121
3444,4.97497086
3445,2.826132453
3446,1.660029771
3447,2.714514401
3448,1.282901653
3449,1.486021566
3450,2.644443262
3451,2.524423472
3452,1.442275639
3453,2.121957413
3454,-1.428735224
3455,-0.768397564
3456,-0.090917613
3457,-1.045229715
3458,-2.273842613
3459,-2.23907608
3460,-1.077453747
3461,-0.366377213
3462,-0.156933319
3463,1.23415079
3464,0.466456506
3465,-0.727977481
3466,-2.149918912
3467,-3.139270879
3468,-1.821853707
3469,-1.367930209
3470,0.228925525
3471,0.412598079
3472,-0.044910457
3473,0.255837071
3474,1.254074017
3475,1.104622498
3476,2.040719374
3477,3.938686659
3478,0.401220749
3479,-0.076135381
3480,0.578862381
3481,1.540507668
3482,1.579548657
3483,1.646560319
3484,1.828861607
3485,0.802882826
3486,1.796451834
3487,2.23969183
3488,0.858874202
3489,-1.092004907
3490,-2.533110161
3491,-2.395131635
3492,-2.15180234
3493,-1.547404512
3494,-0.438365501
3495,0.809102712
3496,1.847450906
3497,-0.976257191
3498,-0.638607061
3499,0.157828618
3500,0.39627657
3501,0.913049008
3502,0.205836153
3503,1.117763487
3504,0.773672697
3505,0.162723714
3506,-1.013635215
3507,0.316703417
3508,0.760554524
3509,1.975540577
3510,2.677682911
3511,1.871310604
3512,2.110543373
3513,1.341742353
3514,2.310200597
3515,0.717550332
3516,0.300730719
3517,-0.103047039
3518,-1.693489829
3519,-1.531317076
3520,0.203661537
3521,1.012578362
3522,-0.860908784
3523,-1.255673391
3524,-1.011873741
3525,0.24624758
3526,1.154629277
3527,0.56727178
3528,0.244152689
3529,2.01217332
3530,1.161637288
3531,0.305023426
3532,1.717681937
3533,2.931109723
3534,0.84129979
3535,-0.842288914
3536,-2.904800492
3537,-0.950745237
3538,0.049992923
3539,2.053734508
3540,0.221386389
3541,1.106045357
3542,2.216605131
3543,1.448190321
3544,1.077381592
3545,0.711662581
3546,0.580828888
3547,1.135022194
3548,0.627546787
3549,-0.947456505
3550,-0.798689626
3551,-0.249131992
3552,-0.110312761
3553,-0.524307914
3554,-1.605221315
3555,-1.706456171
3556,-2.122222259
3557,-0.688227665
3558,-1.9960444
3559,3.675304788
3560,11.67707161
3561,5.321203593
3562,3.036391716
3563,3.278369356
3564,3.79891696
3565,4.440855279
3566,3.828540027
3567,3.155271282
3568,2.985347134
3569,2.176456145
3570,1.651004336
3571,0.043365154
3572,-3.084144583
3573,-2.622666898
3574,-1.289749483
3575,-1.425453284
3576,-0.358761385
3577,-1.395199054
3578,2.494431618
3579,4.789694399
3580,4.56378323
3581,2.839966971
3582,1.625384505
3583,0.541578302
3584,1.536725072
3585,1.260320887
3586,1.343663736
3587,1.052048936
3588,0.120753117
3589,0.836504652
3590,1.032697154
3591,0.441969071
3592,1.649065348
3593,0.760332009
3594,1.343893867
3595,4.432379681
3596,4.887548148
3597,3.802263231
3598,3.493257998
3599,1.63389073
3600,2.064881428
3601,2.012766184
3602,-0.352210867
3603,0.852751848
3604,-0.99885105
3605,-0.374039048
3606,-0.545255691
3607,0.647857266
3608,0.39403492
3609,0.923660679
3610,0.077586875
3611,1.276609938
3612,0.466834993
3613,1.196079761
3614,2.255793408
3615,3.081942449
3616,2.70247086
3617,3.47950155
3618,3.038233959
3619,3.874320733
3620,4.192296892
3621,2.737017591
3622,1.858754727
3623,1.302918212
3624,0.710748316
3625,-1.288449114
3626,-3.737143579
3627,-0.278952711
3628,0.439182875
3629,0.564435066
3630,0.648288476
3631,1.313098658
3632,0.058353886
3633,-1.283539721
3634,-3.004030985
3635,-3.07717587
3636,-3.214165582
3637,-5.035042397
3638,-7.122981869
3639,-6.341755974
3640,-4.838308374
3641,-4.280413006
3642,-5.741225925
3643,-7.38526251
3644,-5.012611306
3645,-4.597186345
3646,-4.524493918
3647,-2.788768483
3648,-0.80839644
3649,-0.709024637
3650,0.787032659
3651,2.473344348
3652,3.492437872
3653,2.719515549
3654,1.484447903
3655,2.214485236
3656,3.638801646
3657,5.667600191
3658,4.563249145
3659,2.185517483
3660,2.865376967
3661,2.859092067
3662,1.503552555
3663,0.467824128
3664,-0.491978395
3665,-1.44685343
3666,-1.887002459
3667,0.49312071
3668,-1.565439083
3669,0.147092946
3670,-0.134566172
3671,-1.511594235
3672,-1.782878338
3673,-0.357731019
3674,0.980129735
3675,-0.892341491
3676,1.52502921
3677,-0.29752396
3678,0.882192159
3679,0.297069411
3680,-0.580206852
3681,-1.704604314
3682,-1.526625975
3683,-1.032045057
3684,-0.075205989
3685,-1.839678823
3686,-1.055730277
3687,-0.287525531
3688,-1.792654607
3689,-1.706034309
3690,-1.800959943
3691,-1.947723937
3692,-1.681890736
3693,-1.449089853
3694,-0.814163678
3695,0.885821679
3696,1.389401131
3697,-0.38406143
3698,0.846853054
3699,1.501365314
3700,2.04631972
3701,1.231699783
3702,2.111221518
3703,1.790605386
3704,2.172773567
3705,2.112007688
3706,1.4021472
3707,0.231540591
3708,-0.004049686
3709,-0.401760599
3710,1.695620482
3711,1.654537461
3712,2.733278862
3713,1.715823499
3714,0.617187097
3715,-0.666454615
3716,-3.762763123
3717,-2.674255355
3718,-0.457869192
3719,-3.031531061
3720,2.255267072
3721,-2.081813891
3722,0.247842179
3723,-2.166834009
3724,-1.991297941
3725,-1.027427233
3726,-1.804506579
3727,-1.62904142
3728,-1.564650339
3729,-1.916848599
3730,-1.054047341
3731,-2.67254347
3732,-2.207525103
3733,-3.155771608
3734,-2.692526566
3735,-0.736604435
3736,-2.197284393
3737,-2.98207964
3738,-4.750069953
3739,-1.665583224
3740,-4.551983491
3741,-6.495468886
3742,-6.664599487
3743,-7.258272363
3744,-6.0407945
3745,-4.990750741
3746,-2.60000313
3747,-1.019708194
3748,-1.093554902
3749,0.07106996
3750,0.735717499
3751,1.014915686
3752,0.684780555
3753,1.354308529
3754,1.51363704
3755,4.680745015
3756,8.090314784
3757,8.148300352
3758,7.230131045
3759,6.793051671
3760,7.336129028
3761,4.218137168
3762,2.823621073
3763,2.328447818
3764,1.589371539
3765,0.913975676
3766,1.522604088
3767,3.37569255
3768,1.464791242
3769,1.782802319
3770,0.386276253
3771,0.860137589
3772,-0.474682923
3773,-2.569084944
3774,-1.902540003
3775,-1.623793506
3776,-1.650157614
3777,-2.449479504
3778,-1.675554342
3779,-3.239501457
3780,-3.695825749
3781,-2.404486434
3782,-1.767836139
3783,-1.63067122
3784,-2.366594003
3785,-1.830020394
3786,-1.019706156
3787,-0.834503991
3788,-1.275014454
3789,-3.533428383
3790,-6.381481751
3791,-4.947443541
3792,-4.460500481
3793,-2.855278804
3794,-1.768214691
3795,-1.49436067
3796,-0.500998014
3797,2.115262381
3798,1.252822826
3799,1.027324899
3800,-0.910979649
3801,-1.737290933
3802,-2.302418599
3803,-3.427247248
3804,-2.436549269
3805,-2.249966673
3806,-2.36103868
3807,-2.841160594
3808,-5.819505359
3809,-2.52863186
3810,-4.851131523
3811,-9.435397521
3812,-12.24268379
3813,-11.65770792
3814,-7.872053491
3815,-6.569740149
3816,-5.109789282
3817,-2.501630711
3818,-2.977243335
3819,-3.386973462
3820,-4.533869839
3821,0.019142902
3822,1.487956813
3823,0.857681938
3824,0.844735876
3825,1.307878308
3826,2.135556968
3827,0.871818925
3828,1.44901315
3829,1.09938134
3830,0.226112047
3831,0.169010917
3832,-1.075133369
3833,-0.534934165
3834,-0.391838361
3835,1.502810625
3836,1.303288148
3837,1.570490907
3838,2.98848677
3839,3.630918787
3840,3.813309519
3841,2.793262078
3842,2.587959077
3843,1.109830036
3844,1.246584226
3845,1.304911598
3846,2.572517059
3847,0.932928126
3848,-1.112235154
3849,3.024615311
3850,6.176927324
3851,5.477229982
3852,2.290150546
3853,4.69567158
3854,4.005689453
3855,2.246621596
3856,3.976866701
3857,4.723149795
3858,4.730951679
3859,4.164679067
3860,3.035779594
3861,0.751627507
3862,-0.475654788
3863,-1.425554673
3864,-0.189135753
3865,1.605019961
3866,1.814729296
3867,-0.416462184
3868,-2.565004892
3869,-4.593251867
3870,0.400437241
3871,-3.165699506
3872,2.56608784
3873,-4.532508527
3874,-9.637041075
3875,-2.607591911
3876,1.827609019
3877,-0.576616652
3878,-2.076638883
3879,0.99066153
3880,-2.139698534
3881,2.684454993
3882,4.266783195
3883,6.145518948
3884,-0.341232715
3885,-0.794720824
3886,0.39772983
3887,-0.098137081
3888,1.412429196
3889,0.559806287
3890,-0.870430091
3891,-2.004367615
3892,-2.968231237
3893,-1.883446765
3894,-1.03653053
3895,-0.670063364
3896,0.055391139
3897,0.428396401
3898,-0.054890869
3899,1.613872797
3900,0.307165384
3901,2.100395778
3902,5.334527902
3903,-2.042131327
3904,-1.357745088
3905,0.055794434
3906,0.585051843
3907,0.889262541
3908,2.312906528
3909,1.601132898
3910,0.431605471
3911,1.591399562
3912,1.936447482
3913,0.942429524
3914,1.050975846
3915,0.831031744
3916,-0.074204703
3917,-1.325412946
3918,-2.678674077
3919,-1.542805128
3920,-0.856252638
3921,-1.554699305
3922,-2.493090763
3923,-1.179809679
3924,-1.274613594
3925,-1.470176371
3926,-0.971941375
3927,-0.758408023
3928,-0.232412533
3929,-2.592464655
3930,-2.791926001
3931,-1.512680528
3932,-1.180176997
3933,-0.480724767
3934,-0.665042346
3935,0.336339983
3936,-0.631905821
3937,-3.033209487
3938,1.419106653
3939,-1.256107477
3940,-1.161178834
3941,-0.339621612
3942,-0.049584647
3943,-2.150458708
3944,0.509815833
3945,-1.892489026
3946,-4.045684246
3947,-4.504715618
3948,-2.608017661
3949,-3.948235611
3950,-4.859819429
3951,-4.296326465
3952,-1.255144615
3953,-0.40347877
3954,-1.917701364
3955,0.265224675
3956,-0.585264523
3957,0.105999445
3958,0.093515686
3959,1.288595569
3960,1.601297982
3961,0.180336182
3962,-1.031470282
3963,-1.220530186
3964,-1.802873012
3965,-0.284922565
3966,-2.918670886
3967,-2.86997237
3968,-1.853879854
3969,-3.515015438
3970,-3.05132022
3971,-2.504254853
3972,-2.276996183
3973,-3.371080486
3974,-2.784199755
3975,-1.819028641
3976,-3.312727646
3977,-0.307351198
3978,-2.847879177
3979,0.744365071
3980,2.360829633
3981,-2.114005653
3982,-7.2103464
3983,-7.720607573
3984,-7.320895971
3985,-5.914743369
3986,-4.153104172
3987,-3.015367041
3988,-1.643101351
3989,-2.669768962
3990,-2.580377022
3991,-2.846867212
3992,-2.988843058
3993,-2.451431474
3994,-1.443545159
3995,-1.297744185
3996,-2.756910141
3997,-3.011436693
3998,-3.191089837
3999,-0.616756198
4000,-0.754386267
4001,0.405435413
4002,2.258751956
4003,3.26509142
4004,2.65181357
4005,2.495711982
4006,2.543233022
4007,1.108452038
4008,-0.513360564
4009,-1.275256372
4010,1.286722597
4011,2.986957125
4012,4.151617652
4013,2.072519996
4014,2.741021918
4015,1.312392289
4016,0.134624551
4017,0.737697873
4018,1.148499317
4019,0.280953968
4020,1.702175084
4021,4.089253842
4022,3.464124128
4023,3.633230023
4024,3.846221921
4025,3.571326804
4026,1.184705265
4027,-0.754887168
4028,-0.900488212
4029,-1.614524248
4030,-2.780585445
4031,-0.325883039
4032,-1.161657331
4033,-0.071120001
4034,3.027813611
4035,2.686827268
4036,3.229903709
4037,3.504277634
4038,2.482688842
4039,2.50155756
4040,2.461615955
4041,0.859077144
4042,-1.690231902
4043,1.67365855
4044,4.953838333
4045,4.272870713
4046,4.216630033
4047,1.857037501
4048,1.848005857
4049,0.938269836
4050,1.476212192
4051,0.185625356
4052,-1.664692618
4053,1.399222748
4054,-3.782110472
4055,2.314946062
4056,-0.875036347
4057,-1.713760922
4058,-2.265974569
4059,-0.934724395
4060,0.070224049
4061,-0.869439114
4062,-1.859440387
4063,-1.483889529
4064,-2.017240804
4065,-1.91923706
4066,-2.202216517
4067,-1.597941993
4068,-1.33887236
4069,-0.37547513
4070,0.897521654
4071,0.35202213
4072,-1.011322178
4073,-2.169361775
4074,1.004657938
4075,-2.227375906
4076,-4.342954737
4077,-3.678939616
4078,-3.241913418
4079,-2.162893381
4080,-2.587359969
4081,-2.402911728
4082,-1.106451481
4083,-1.103405206
4084,1.059201981
4085,-1.825819042
4086,1.609761011
4087,4.351057599
4088,2.968749377
4089,3.827177135
4090,1.61040727
4091,0.027715621
4092,-0.730702097
4093,0.742633586
4094,-0.52851007
4095,2.515372086
4096,1.241689497
4097,-1.024120553
4098,-1.285701553
4099,1.511883753
4100,3.763596348
4101,0.698525183
4102,-3.442292581
4103,-1.163025252
4104,-0.599150391
4105,0.116977183
4106,1.879362042
4107,2.781876394
4108,3.364057339
4109,2.07984593
4110,3.047171003
4111,-0.129858251
