Date,nyse
1777,-0.00031
1778,0.00889
1779,0.00801
1780,0.0013
1781,-0.00119
1782,-0.00548
1783,-0.00425
1784,0.00022
1785,0.00147
1786,0.00307
1787,0.00156
1788,0.00421
1789,-0.00346
1790,0.00386
1791,0.00112
1792,0.00444
1793,0.01272
1794,0.00564
1795,-0.00063
1796,0.00047
1797,-0.00108
1798,0.00174
1799,0.00063
1800,0.001
1801,0.00447
1802,0.00017
1803,-0.00471
1804,0.0002
1805,0.0041
1806,0.00486
1807,0.00215
1808,-0.00777
1809,0.00738
1810,-0.00311
1811,-0.00153
1812,0.00033
1813,-0.00084
1814,-0.00678
1815,0.00153
1816,0.0007
1817,0.01195
1818,0.00115
1819,0.00524
1820,-0.00125
1821,0.00644
1822,-0.00028
1823,0.00107
1824,-0.0024
1825,0.00095
1826,0.00064
1827,0.00947
1828,0.00507
1829,0.00108
1830,-0.00007
1831,0.00005
1832,-0.00307
1833,0.00139
1834,0.00647
1835,0.0011
1836,0.00152
1837,-0.00073
1838,0.00131
1839,-0.00241
1840,0.00327
1841,0.00324
1842,-0.00496
1843,-0.00219
1844,-0.00113
1845,0.00154
1846,0.00545
1847,0.00764
1848,-0.00137
1849,0.00052
1850,0.00146
1851,0.0014
1852,-0.0005
1853,0.0012
1854,0.00907
1855,0.00005
1856,-0.00001
1857,0.00644
1858,0.00066
1859,0.00219
1860,0.00091
1861,0.00164
1862,0.00445
1863,0.00095
1864,-0.00269
1865,-0.01294
1866,-0.0009
1867,0.0073
1868,0.00834
1869,0.00044
1870,0.00013
1871,-0.00791
1872,0.00091
1873,0.01574
1874,0.00118
1875,-0.00016
1876,0.00528
1877,0.00059
1878,-0.00412
1879,-0.00178
1880,-0.00811
1881,0.00527
1882,0.00958
1883,0.00083
1884,0.00156
1885,0.00382
1886,0.00807
1887,-0.00115
1888,-0.00008
1889,0.01084
1890,-0.00235
1891,-0.00895
1892,-0.00258
1893,0.00348
1894,-0.00147
1895,0.00221
1896,0.00392
1897,0.00113
1898,0.01123
1899,0.00423
1900,0.00107
1901,-0.00247
1902,0.00935
1903,-0.00047
1904,-0.00288
1905,0.00372
1906,-0.00571
1907,-0.01178
1908,0.00557
1909,0.00052
1910,0.00502
1911,0.00636
1912,0.00127
1913,0.00613
1914,-0.00215
1915,-0.00014
1916,-0.00352
1917,-0.00032
1918,-0.00082
1919,0.00037
1920,0.0022
1921,0.00046
1922,-0.00154
1923,-0.00228
1924,-0.00471
1925,0.00689
1926,-0.00127
1927,0.00259
1928,-0.0004
1929,0.00083
1930,0.00009
1931,0.00094
1932,-0.00363
1933,0.00115
1934,0.00518
1935,-0.00076
1936,0.00137
1937,0.00179
1938,0.0024
1939,0.0038
1940,0.00765
1941,0.00345
1942,-0.00031
1943,0.00412
1944,0.00179
1945,0.0038
1946,0.00414
1947,0.00719
1948,0.00122
1949,-0.00122
1950,0.0017
1951,0.00441
1952,-0.00568
1953,-0.00266
1954,-0.00046
1955,0.00069
1956,-0.00127
1957,0.00668
1958,0.00003
1959,-0.00388
1960,-0.00014
1961,-0.00123
1962,0.00124
1963,0.00085
1964,-0.00666
1965,-0.00262
1966,0.00367
1967,0.00644
1968,0.00386
1969,-0.00201
1970,0.00339
1971,0.00083
1972,0.00336
1973,-0.00517
1974,-0.00437
1975,0.00136
1976,-0.00717
1977,-0.00939
1978,0.0035
1979,0.00481
1980,-0.00162
1981,0.00502
1982,0.00911
1983,0.00222
1984,-0.00218
1985,-0.00201
1986,0.00771
1987,0.00205
1988,-0.00082
1989,-0.00026
1990,-0.00402
1991,0.00636
1992,0.00667
1993,0.00492
1994,-0.00326
1995,0.00375
1996,-0.00167
1997,0.00236
1998,0.00245
1999,0.00521
2000,0.0035
2001,-0.00066
2002,0.00274
2003,0.00975
2004,0.0065
2005,0.00355
2006,-0.00631
2007,0.00058
2008,0.00333
2009,-0.0012
2010,0.00427
2011,-0.00589
2012,-0.00157
2013,-0.0151
2014,0.00696
2015,-0.00566
2016,0.00546
2017,0.00275
2018,0.00336
2019,0.00206
2020,0.00086
2021,0.00331
2022,0.00675
2023,0.00237
2024,-0.00598
2025,-0.00178
2026,0.00347
2027,-0.0125
2028,-0.01701
2029,0.00595
2030,-0.00057
2031,-0.00235
2032,0.01085
2033,-0.00108
2034,0.00289
2035,0.00457
2036,0.00298
2037,0.00015
2038,0.00938
2039,-0.0032
2040,0.00649
2041,0.00451
2042,0.00936
2043,0.00806
2044,0.00384
2045,-0.00322
2046,0.00632
2047,0.0072
2048,0.00503
2049,0.00783
2050,0.00081
2051,0.0066
2052,-0.00069
2053,-0.00521
2054,-0.00382
2055,-0.00431
2056,-0.01128
2057,0.00975
2058,0.0147
2059,0.00073
2060,-0.01109
2061,-0.00364
2062,-0.00244
2063,-0.00504
2064,0.00586
2065,0.01095
2066,0.00582
2067,-0.00335
2068,0.00201
2069,-0.02887
2070,0.00822
2071,-0.00419
2072,0.00248
2073,0.00477
2074,0.00025
2075,0.0146
2076,-0.00103
2077,-0.00128
2078,-0.00058
2079,0.00233
2080,-0.00016
2081,0.00357
2082,-0.00491
2083,0.00034
2084,-0.00363
2085,0.01153
2086,0.002
2087,0.0007
2088,0.00017
2089,-0.01711
2090,-0.00181
2091,-0.01231
2092,-0.00464
2093,0.00908
2094,0.00785
2095,0.00325
2096,-0.00487
2097,0.00288
2098,0.00246
2099,0.00442
2100,0.00478
2101,-0.00166
2102,0.00427
2103,0.00163
2104,0.00103
2105,0.0002
2106,0.00105
2107,-0.01496
2108,-0.00214
2109,-0.00201
2110,-0.00361
2111,0.00729
2112,0.00231
2113,0.01025
2114,0.01212
2115,0.00641
2116,0.00014
2117,-0.00065
2118,0.00633
2119,0.00611
2120,0.00009
2121,0.00692
2122,-0.00319
2123,0.00321
2124,-0.00838
2125,-0.00585
2126,0.00484
2127,-0.00359
2128,-0.00191
2129,0.00742
2130,0.0075
2131,-0.00595
2132,-0.00198
2133,-0.00111
2134,-0.00144
2135,-0.00166
2136,-0.00156
2137,-0.00273
2138,-0.00109
2139,-0.00419
2140,-0.00051
2141,-0.00145
2142,0.00548
2143,0.00309
2144,-0.00048
2145,-0.006
2146,0.00504
2147,0.00532
2148,0.00702
2149,-0.00179
2150,-0.00203
2151,-0.01974
2152,-0.00819
2153,0.00369
2154,0.00027
2155,-0.01491
2156,0.00059
2157,-0.02301
2158,-0.00499
2159,0.00986
2160,0.01455
2161,-0.00646
2162,-0.00792
2163,-0.01055
2164,-0.00174
2165,0.00702
2166,0.00752
2167,-0.00639
2168,0.00469
2169,0.00732
2170,0.01518
2171,0.01715
2172,-0.00235
2173,0.00208
2174,0.00259
2175,-0.0009
2176,-0.00282
2177,0.00632
2178,-0.00683
2179,0.00329
2180,0.00117
2181,0.00549
2182,0.00195
2183,-0.00013
2184,-0.00107
2185,0.00708
2186,-0.00397
2187,-0.00352
2188,0.00324
2189,-0.0006
2190,-0.00939
2191,-0.00661
2192,0.002
2193,0.00185
2194,-0.00797
2195,0.00919
2196,0.01002
2197,0.00058
2198,0.00436
2199,0.00553
2200,0.01124
2201,0.0052
2202,-0.00293
2203,-0.00236
2204,0.00135
2205,0.00487
2206,-0.0006
2207,-0.00061
2208,0.00038
2209,0.00207
2210,0.00052
2211,0.00314
2212,0.00188
2213,0.00635
2214,-0.00128
2215,0.0108
2216,0.00177
2217,-0.00314
2218,-0.00535
2219,-0.00244
2220,0.00655
2221,0.00405
2222,-0.00189
2223,0.00246
2224,0.0049
2225,0.00451
2226,-0.00071
2227,-0.0044
2228,-0.00111
2229,-0.00532
2230,-0.00146
2231,-0.00557
2232,0.00551
2233,-0.00059
2234,0.00477
2235,-0.00205
2236,0.00384
2237,0.009
2238,0.01376
2239,0.00347
2240,0.00402
2241,0.00148
2242,-0.00105
2243,0.00155
2244,0.00556
2245,0.00257
2246,-0.00035
2247,0.00527
2248,0.00258
2249,-0.00115
2250,0.00607
2251,0.01077
2252,-0.00215
2253,-0.00061
2254,0.0026
2255,-0.00068
2256,-0.00856
2257,-0.00331
2258,-0.00128
2259,-0.00675
2260,0.01195
2261,-0.00233
2262,-0.01071
2263,-0.01318
2264,-0.00067
2265,-0.00857
2266,0.0048
2267,0.00673
2268,0.01755
2269,0.00506
2270,-0.00231
2271,0.00437
2272,0.0058
2273,0.00301
2274,-0.00173
2275,-0.01224
2276,-0.00724
2277,0.01136
2278,-0.00015
2279,0.00695
2280,-0.00349
2281,0.00818
2282,0.0052
2283,0.00007
2284,0.01098
2285,0.00018
2286,0.00239
2287,0.00727
2288,0.00145
2289,0.00373
2290,0.0032
2291,-0.00871
2292,-0.00882
2293,-0.00628
2294,0.00027
2295,0.00816
2296,0.01191
2297,0.00242
2298,0.00076
2299,0.0022
2300,-0.01087
2301,0.00284
2302,0.00971
2303,-0.00376
2304,0.00493
2305,0.01392
2306,0.01072
2307,-0.00146
2308,0.00861
2309,-0.00358
2310,-0.01053
2311,-0.0004
2312,0.00832
2313,0.00284
2314,-0.00783
2315,-0.01007
2316,-0.00512
2317,0.00426
2318,-0.00392
2319,0.0121
2320,-0.00085
2321,0.00874
2322,0.00895
2323,-0.0014
2324,-0.00743
2325,-0.01776
2326,0.00429
2327,0.00084
2328,-0.00731
2329,-0.00417
2330,-0.00393
2331,0.00244
2332,0.00788
2333,-0.00123
2334,-0.00021
2335,-0.01958
2336,-0.02197
2337,0.00329
2338,-0.011
2339,-0.00239
2340,0.00964
2341,0.00697
2342,0.00411
2343,-0.00539
2344,-0.00252
2345,-0.02444
2346,0.00468
2347,0.01538
2348,0.01036
2349,-0.00226
2350,0.00437
2351,-0.00795
2352,0.01547
2353,-0.00246
2354,-0.00265
2355,-0.0079
2356,0.00833
2357,0.02434
2358,0.00835
2359,-0.00225
2360,0.01738
2361,0.02006
2362,-0.00156
2363,-0.0128
2364,0.00426
2365,0.00587
2366,0.01409
2367,-0.00364
2368,0.00395
2369,0.00434
2370,-0.01089
2371,0.0034
2372,0.0073
2373,-0.00236
2374,-0.00251
2375,0.0126
2376,0.0006
2377,-0.00153
2378,-0.0019
2379,0.00697
2380,-0.00069
2381,0.00149
2382,-0.00425
2383,0.00366
2384,0.01428
2385,0.00449
2386,0.00355
2387,0.00397
2388,0.01503
2389,0.00868
2390,0.00116
2391,0.00016
2392,-0.00301
2393,0.00929
2394,-0.00002
2395,-0.01964
2396,0.01654
2397,-0.0071
2398,-0.00411
2399,0.00483
2400,-0.00132
2401,0.00747
2402,0.01188
2403,0.01275
2404,-0.00449
2405,0.00645
2406,-0.01071
2407,0.00668
2408,0.00396
2409,0.00006
2410,0.00643
2411,0.00873
2412,-0.00471
2413,-0.01376
2414,-0.00347
2415,0.01986
2416,0.00341
2417,0.00383
2418,-0.00128
2419,-0.00168
2420,0.00521
2421,0.01104
2422,0.00187
2423,-0.00651
2424,0.00237
2425,0.00209
2426,0.00783
2427,-0.00795
2428,-0.01778
2429,0.00328
2430,-0.00944
2431,-0.00393
2432,0.00269
2433,-0.02102
2434,0.00866
2435,0.01261
2436,0.0127
2437,-0.01164
2438,-0.00201
2439,-0.00139
2440,-0.00568
2441,0.00163
2442,-0.00753
2443,-0.00337
2444,0.0254
2445,0.00218
2446,0.00261
2447,-0.00096
2448,0.0026
2449,0.0021
2450,-0.01198
2451,-0.00757
2452,0.01323
2453,-0.00115
2454,0.02239
2455,-0.00039
2456,0.00425
2457,0.00235
2458,0.00527
2459,-0.00405
2460,-0.0054
2461,-0.00575
2462,0.0073
2463,0.00735
2464,-0.003
2465,0.00728
2466,0.00501
2467,0.00447
2468,0.00778
2469,0.00891
2470,-0.00788
2471,-0.00297
2472,-0.00252
2473,0.00103
2474,0.00189
2475,-0.00284
2476,-0.00937
2477,-0.01126
2478,0.01113
2479,0.01598
2480,-0.0027
2481,-0.01724
2482,-0.00707
2483,-0.06391
2484,0.03937
2485,0.0013
2486,-0.01446
2487,0.01112
2488,0.02311
2489,0.00284
2490,0.00382
2491,-0.00408
2492,-0.01263
2493,-0.00446
2494,0.00141
2495,-0.01759
2496,0.00778
2497,0.01111
2498,0.01816
2499,-0.00731
2500,0.00515
2501,0.01315
2502,0.00419
2503,-0.01532
2504,0.0037
2505,0.00109
2506,0.00378
2507,0.01724
2508,-0.00014
2509,0.00539
2510,-0.00167
2511,0.00919
2512,-0.00119
2513,-0.00502
2514,-0.00642
2515,-0.01399
2516,-0.00063
2517,0.00776
2518,0.00496
2519,-0.00042
2520,-0.00922
2521,-0.00848
2522,0.0061
2523,-0.01085
2524,-0.00503
2525,0.00238
2526,0.01607
2527,0.0174
2528,0.00234
2529,0.00169
2530,0.00119
2531,-0.01054
2532,-0.0018
2533,-0.00918
2534,-0.02841
2535,0.00806
2536,0.0135
2537,0.0069
2538,-0.00666
2539,0.01139
2540,0.01605
2541,-0.00723
2542,-0.00859
2543,-0.00594
2544,-0.00058
2545,0.00965
2546,0.00796
2547,0.00782
2548,-0.00462
2549,0.01874
2550,0.0046
2551,0.00141
2552,-0.0006
2553,0.00691
2554,-0.00045
2555,0.00732
2556,0.00204
2557,0.00356
2558,-0.0023
2559,0.00302
2560,0.00828
2561,-0.00378
2562,0.00444
2563,0.00236
2564,-0.00666
2565,0.01054
2566,0.00585
2567,0.0016
2568,-0.00003
2569,0.00463
2570,-0.00511
2571,-0.00631
2572,0.01691
2573,0.00015
2574,0.0101
2575,0.00496
2576,0.00107
2577,-0.00156
2578,0.0087
2579,0.00232
2580,0.00459
2581,0.00348
2582,0.0086
2583,-0.00384
2584,0.00785
2585,-0.00367
2586,-0.00075
2587,-0.00394
2588,-0.002
2589,0.00721
2590,0.00614
2591,0.00954
2592,0.0022
2593,0.00022
2594,-0.00903
2595,-0.00646
2596,0.00787
2597,-0.00081
2598,0.00644
2599,0.00249
2600,-0.00956
2601,0.01221
2602,-0.00014
2603,0.00107
2604,0.00191
2605,-0.00895
2606,-0.01012
2607,-0.02004
2608,0.00086
2609,0.00854
2610,0.01595
2611,0.00734
2612,0.00156
2613,-0.00504
2614,-0.00861
2615,-0.00747
2616,0.00957
2617,-0.0004
2618,0.00502
2619,0.00234
2620,-0.00185
2621,-0.00659
2622,-0.00338
2623,0.00318
2624,0.00788
2625,-0.00254
2626,-0.00402
2627,-0.01467
2628,-0.00383
2629,0.00549
2630,-0.00267
2631,-0.00024
2632,0.00108
2633,-0.00674
2634,0.00832
2635,0.01548
2636,0.00293
2637,0.00142
2638,-0.00547
2639,-0.01489
2640,0.0016
2641,-0.02024
2642,0.00763
2643,0.01705
2644,-0.00164
2645,-0.00594
2646,0.00142
2647,0.0116
2648,0.0097
2649,-0.00168
2650,0.00287
2651,0.00438
2652,-0.00221
2653,0.01115
2654,0.00029
2655,0.00874
2656,-0.00156
2657,0.00772
2658,-0.0067
2659,0.00336
2660,-0.00134
2661,0.01011
2662,-0.00378
2663,0.00724
2664,0.00114
2665,-0.00201
2666,-0.01495
2667,-0.00255
2668,-0.02038
2669,-0.00137
2670,0.00141
2671,-0.01342
2672,-0.004
2673,0.01293
2674,-0.01691
2675,-0.00769
2676,-0.03461
2677,0.00542
2678,0.00731
2679,0.00282
2680,-0.00623
2681,-0.01472
2682,0.01493
2683,-0.00817
2684,-0.01
2685,0.01513
2686,0.01549
2687,-0.00364
2688,-0.00666
2689,-0.01003
2690,0.00522
2691,0.0022
2692,-0.00935
2693,-0.03792
2694,-0.01329
2695,-0.06153
2696,0.03155
2697,-0.00173
2698,-0.00981
2699,-0.00758
2700,0.04589
2701,-0.01654
2702,-0.02488
2703,0.02403
2704,0.0212
2705,0.0067
2706,0.00877
2707,-0.02326
2708,0.00269
2709,0.00032
2710,0.00685
2711,0.0317
2712,-0.01942
2713,-0.00202
2714,0.00502
2715,-0.00103
2716,-0.02626
2717,-0.02926
2718,0.01612
2719,-0.01297
2720,-0.00251
2721,-0.01376
2722,-0.01439
2723,0.02083
2724,0.01304
2725,-0.00248
2726,0.01196
2727,0.03977
2728,0.01144
2729,0.00642
2730,0.00507
2731,0.00214
2732,0.00683
2733,-0.00612
2734,0.00133
2735,-0.00406
2736,0.00049
2737,0.01665
2738,0.01377
2739,0.01381
2740,0.0003
2741,0.00673
2742,0.01324
2743,0.00567
2744,-0.01071
2745,-0.0025
2746,-0.00769
2747,-0.00201
2748,0.00692
2749,0.00765
2750,0.00187
2751,0.00408
2752,0.00621
2753,0.00937
2754,0.01881
2755,-0.0044
2756,0.0026
2757,0.00325
2758,-0.01997
2759,0.00354
2760,-0.00204
2761,-0.01438
2762,0.0187
2763,0.00659
2764,-0.00442
2765,-0.00017
2766,-0.01509
2767,-0.00235
2768,-0.01811
2769,0.01487
2770,-0.00031
2771,0.01433
2772,0.00324
2773,0.01078
2774,0.002
2775,0.01801
2776,0.00075
2777,0.00016
2778,0.01391
2779,-0.00452
2780,0.00308
2781,-0.00258
2782,0.01
2783,0.01867
2784,-0.00181
2785,0.00377
2786,-0.01081
2787,-0.01619
2788,-0.00685
2789,-0.01558
2790,0.02091
2791,0.00299
2792,0.0022
2793,-0.01416
2794,-0.00762
2795,0.00498
2796,0.01052
2797,-0.0061
2798,0.01246
2799,0.00882
2800,-0.00476
2801,-0.006
2802,0.00828
2803,-0.01392
2804,-0.00711
2805,-0.00082
2806,-0.01787
2807,0.00386
2808,0.01971
2809,-0.01425
2810,0.00888
2811,-0.00999
2812,0.01067
2813,0.00036
2814,0.02349
2815,-0.00306
2816,-0.01125
2817,-0.0076
2818,-0.00188
2819,-0.00135
2820,-0.00407
2821,-0.00098
2822,0.01385
2823,0.02095
2824,0.00144
2825,-0.00221
2826,0.00569
2827,0.00896
2828,-0.00044
2829,0.00644
2830,-0.00243
2831,-0.00546
2832,0.0119
2833,-0.01112
2834,-0.00095
2835,-0.02496
2836,0.00165
2837,0.01493
2838,-0.00437
2839,0.01666
2840,-0.00665
2841,-0.00796
2842,0.00386
2843,0.0161
2844,-0.00311
2845,0.00737
2846,0.01368
2847,0.00376
2848,0.01058
2849,-0.00207
2850,-0.00927
2851,-0.0057
2852,0.0021
2853,-0.01483
2854,0.00933
2855,0.02225
2856,0.00946
2857,-0.00177
2858,-0.00058
2859,0.00662
2860,-0.00508
2861,-0.00354
2862,-0.00705
2863,0.01567
2864,-0.01285
2865,0.00742
2866,-0.0073
2867,0.00755
2868,-0.00219
2869,0.0107
2870,0.00373
2871,0.00606
2872,-0.02112
2873,-0.00225
2874,-0.0038
2875,0.00876
2876,-0.00067
2877,-0.00462
2878,-0.01693
2879,-0.01416
2880,0.01176
2881,-0.01679
2882,0.01321
2883,-0.00297
2884,-0.00051
2885,0.0056
2886,0.01678
2887,0.00452
2888,-0.00984
2889,-0.00206
2890,-0.01049
2891,-0.00528
2892,-0.00017
2893,0.00437
2894,0.01682
2895,0.00632
2896,0.00132
2897,0.00057
2898,-0.00624
2899,-0.00387
2900,-0.01129
2901,-0.00022
2902,0.00969
2903,0.01403
2904,0.0155
2905,0.0052
2906,0.00592
2907,0.0002
2908,0.00214
2909,-0.003
2910,0.00521
2911,-0.0024
2912,-0.00374
2913,0.00212
2914,0.00856
2915,0.00347
2916,-0.00649
2917,-0.01786
2918,0.00032
2919,-0.00871
2920,-0.00478
2921,-0.00492
2922,0.00819
2923,0.00012
2924,-0.01553
2925,-0.00858
2926,-0.0012
2927,-0.00536
2928,-0.01299
2929,0.00447
2930,-0.01066
2931,-0.00118
2932,-0.01141
2933,0.01254
2934,0.00028
2935,0.01844
2936,0.00262
2937,0.00972
2938,-0.00801
2939,-0.00546
2940,0.00844
2941,0.01439
2942,-0.00112
2943,0.00954
2944,-0.01198
2945,-0.01035
2946,-0.01748
2947,-0.00467
2948,0.00822
2949,-0.00941
2950,0.02413
2951,-0.00275
2952,-0.00322
2953,0.00004
2954,0.00199
2955,-0.00352
2956,-0.00917
2957,-0.01039
2958,-0.00155
2959,0.00906
2960,-0.00161
2961,-0.01774
2962,-0.00042
2963,-0.01747
2964,-0.00174
2965,0.00379
2966,-0.00216
2967,-0.0064
2968,0.01045
2969,-0.00104
2970,0.0152
2971,-0.00166
2972,0.01705
2973,-0.00564
2974,0.01156
2975,-0.00031
2976,-0.01692
2977,-0.01867
2978,-0.00157
2979,-0.02549
2980,0.0053
2981,0.01011
2982,0.01288
2983,-0.00332
2984,0.01675
2985,-0.00515
2986,-0.01022
2987,0.01219
2988,0.03479
2989,0.01218
2990,-0.00501
2991,-0.00542
2992,0.00441
2993,0.00578
2994,0.00483
2995,0.00355
2996,-0.00756
2997,0.00417
2998,0.00147
2999,0.01159
3000,0.0018
3001,0.01629
3002,-0.00526
3003,0.00695
3004,-0.0035
3005,-0.00287
3006,-0.01152
3007,0.00347
3008,0.00092
3009,-0.00577
3010,-0.0087
3011,0.00494
3012,0.00433
3013,0.01469
3014,-0.00691
3015,-0.00968
3016,-0.00092
3017,0.00152
3018,0.00512
3019,-0.00281
3020,-0.00799
3021,0.00144
3022,-0.00098
3023,-0.00008
3024,-0.00415
3025,0.00695
3026,0.00204
3027,0.01568
3028,-0.00144
3029,0.00255
3030,0.0017
3031,0.0016
3032,0.0054
3033,-0.01639
3034,-0.03255
3035,0.00126
3036,0.00634
3037,0.02883
3038,0.00802
3039,-0.01011
3040,-0.0017
3041,0.01141
3042,0.00457
3043,-0.00861
3044,0.00436
3045,-0.00846
3046,-0.00155
3047,-0.0217
3048,0.00444
3049,-0.00134
3050,-0.02383
3051,0.01579
3052,0.00516
3053,0.00206
3054,0.00763
3055,-0.00257
3056,-0.00445
3057,0.00753
3058,-0.01845
3059,-0.00415
3060,-0.01606
3061,0.00103
3062,0.01065
3063,-0.0093
3064,-0.00687
3065,-0.02411
3066,0.00468
3067,-0.00096
3068,-0.00881
3069,-0.01176
3070,0.01332
3071,0.01524
3072,0.01184
3073,0.00229
3074,0.01629
3075,-0.00914
3076,-0.02799
3077,0.00426
3078,0.01993
3079,-0.00492
3080,-0.00665
3081,-0.01119
3082,0.0264
3083,0.04784
3084,0.00084
3085,-0.00349
3086,0.01747
3087,0.00256
3088,0.01401
3089,0.00141
3090,-0.00467
3091,-0.00642
3092,0.00507
3093,-0.00675
3094,0.00535
3095,0.01463
3096,-0.01021
3097,-0.00111
3098,0.01254
3099,0.00131
3100,0.00055
3101,-0.00008
3102,-0.01106
3103,-0.01392
3104,-0.05263
3105,0.01533
3106,0.02392
3107,-0.00121
3108,0.00824
3109,0.00439
3110,0.02797
3111,-0.00686
3112,-0.00649
3113,-0.00899
3114,0.01047
3115,-0.00793
3116,-0.02161
3117,-0.00032
3118,0.01085
3119,0.00281
3120,-0.00699
3121,-0.01393
3122,0.0149
3123,0.00834
3124,0.01989
3125,0.00669
3126,-0.01091
3127,-0.00237
3128,-0.01701
3129,-0.00769
3130,-0.0085
3131,0.00903
3132,-0.00838
3133,-0.00231
3134,0.02173
3135,0.00414
3136,0.0137
3137,0.01381
3138,-0.00658
3139,-0.004
3140,0.0058
3141,-0.00617
3142,-0.00449
3143,-0.00328
3144,0.0112
3145,0.00517
3146,0.00173
3147,-0.01186
3148,0.0084
3149,-0.00685
3150,-0.00089
3151,-0.01309
3152,-0.00252
3153,0.00639
3154,-0.00158
3155,0.00108
3156,-0.00298
3157,-0.00013
3158,0.01213
3159,-0.00842
3160,0.00102
3161,0.01417
3162,0.00294
3163,0.00575
3164,0.00343
3165,-0.00035
3166,0.00696
3167,-0.00103
3168,-0.00772
3169,-0.00245
3170,0.0051
3171,-0.00742
3172,-0.00722
3173,0.0033
3174,-0.0122
3175,0.00279
3176,-0.01269
3177,0.00233
3178,0.01188
3179,0.00399
3180,0.00217
3181,0.00999
3182,0.00926
3183,0.00386
3184,-0.00753
3185,-0.00269
3186,0.00852
3187,0.01151
3188,-0.00586
3189,-0.00281
3190,0.00756
3191,-0.00265
3192,0.00259
3193,0.00019
3194,0.00097
3195,0.00003
3196,0.00114
3197,0.0039
3198,-0.00224
3199,-0.00394
3200,0.00562
3201,0.00436
3202,-0.00282
3203,-0.00304
3204,0.0011
3205,0.00101
3206,0.00244
3207,-0.00204
3208,-0.00019
3209,-0.0005
3210,-0.00744
3211,-0.01374
3212,0.00164
3213,-0.01084
3214,-0.00003
3215,0.00889
3216,0.00057
3217,-0.00709
3218,0.0007
3219,0.01831
3220,-0.00547
3221,0.00431
3222,-0.00349
3223,0.00086
3224,0.00498
3225,-0.01748
3226,-0.0044
3227,-0.00599
3228,-0.01509
3229,-0.02683
3230,0.02292
3231,0.00645
3232,-0.01855
3233,-0.00642
3234,0.02054
3235,0.0051
3236,0.00181
3237,0.0051
3238,-0.01484
3239,-0.00495
3240,0.01155
3241,0.02086
3242,0.01743
3243,-0.00207
3244,0.0025
3245,-0.00234
3246,0.00612
3247,-0.00123
3248,-0.00431
3249,-0.00988
3250,-0.01585
3251,-0.01049
3252,0.01404
3253,0.00431
3254,-0.00626
3255,-0.00566
3256,-0.01384
3257,0.00092
3258,-0.01359
3259,0.00924
3260,0.00818
3261,-0.00457
3262,0.00471
3263,-0.01183
3264,0.00204
3265,0.00864
3266,0.02571
3267,-0.01087
3268,-0.00256
3269,0.01765
3270,0.00398
3271,-0.00465
3272,-0.00212
3273,-0.01107
3274,-0.01448
3275,0.01072
3276,-0.00691
3277,-0.02384
3278,0.00615
3279,0.01668
3280,0.01003
3281,0.01245
3282,0.01001
3283,-0.00425
3284,-0.02264
3285,0.02736
3286,-0.00965
3287,-0.01837
3288,-0.003
3289,0.00077
3290,0.00744
3291,0.00495
3292,-0.0031
3293,0.00939
3294,-0.0022
3295,0.00585
3296,-0.00574
3297,0.00194
3298,0.01082
3299,0.00216
3300,0.00295
3301,-0.00463
3302,0.00523
3303,0.00889
3304,-0.00099
3305,0.00417
3306,-0.01011
3307,0.00471
3308,-0.00198
3309,-0.00482
3310,-0.00276
3311,-0.00728
3312,0.01163
3313,-0.00368
3314,-0.00808
3315,0.00403
3316,-0.01132
3317,-0.01093
3318,-0.01738
3319,-0.00281
3320,-0.00722
3321,0.0187
3322,-0.0017
3323,-0.01064
3324,-0.00358
3325,0.00207
3326,0.00369
3327,0.00658
3328,0.00518
3329,0.00537
3330,-0.01643
3331,-0.03699
3332,0.0066
3333,-0.02607
3334,0.00871
3335,-0.01937
3336,0.01512
3337,-0.01671
3338,-0.01969
3339,-0.01496
3340,0.02159
3341,0.01549
3342,0.02184
3343,-0.01704
3344,-0.00216
3345,0.01217
3346,-0.01128
3347,-0.02957
3348,0.00081
3349,0.03593
3350,-0.01615
3351,0.00775
3352,0.02113
3353,-0.00761
3354,0.01146
3355,0.00073
3356,0.0115
3357,0.02909
3358,0.00539
3359,-0.0086
3360,-0.00794
3361,-0.00839
3362,0.01501
3363,0.00959
3364,0.01306
3365,-0.00424
3366,0.01036
3367,-0.00226
3368,-0.01001
3369,0.01196
3370,-0.00175
3371,-0.00388
3372,-0.00035
3373,0.00287
3374,-0.0067
3375,0.00453
3376,0.00109
3377,0.02421
3378,0.00394
3379,0.00279
3380,0.01047
3381,-0.00306
3382,-0.01284
3383,0.00046
3384,-0.00908
3385,-0.00368
3386,-0.01094
3387,0.0063
3388,0.0018
3389,0.00571
3390,0.00826
3391,-0.01003
3392,0.00111
3393,-0.00622
3394,-0.0067
3395,0.0004
3396,-0.00681
3397,-0.0144
3398,-0.0041
3399,-0.00318
3400,0.00173
3401,0.00748
3402,0.00908
3403,-0.00846
3404,-0.00829
3405,-0.00198
3406,-0.00396
3407,0.00963
3408,0.0006
3409,0.0088
3410,-0.00123
3411,-0.00771
3412,-0.01841
3413,0.00432
3414,-0.00965
3415,-0.00399
3416,0.01605
3417,0.00567
3418,-0.00745
3419,0.00859
3420,-0.00199
3421,0.0026
3422,-0.00146
3423,-0.01331
3424,-0.01661
3425,0.01401
3426,0.0094
3427,0.0034
3428,0.00002
3429,0.00498
3430,0.00114
3431,0.00168
3432,-0.0032
